municipio;local_votacao;endereco_local_votacao;qtd_secoes;qtd_vereadores;votos_totais;chave_local
ARAPIRACA;COLÉGIO QUINTELA CAVALCANTE;AV. VENTURA DE FARIAS S/N;16;96;3022;ARAPIRACA|COLEGIO QUINTELA CAVALCANTE|AV. VENTURA DE FARIAS S/N
ARAPIRACA;ESCOLA DE 1 E 2 GRAUS SENADOR RUI PALMEIRA;RUA MANOEL NUNES NETO S/N;16;102;2981;ARAPIRACA|ESCOLA DE 1 E 2 GRAUS SENADOR RUI PALMEIRA|RUA MANOEL NUNES NETO S/N
ARAPIRACA;ESCOLA DE ENSINO FUNDAMENTAL ENÉAS BENEDITO DOS SANTOS;POVOADO CANGANDU S/N;11;56;2836;ARAPIRACA|ESCOLA DE ENSINO FUNDAMENTAL ENEAS BENEDITO DOS SANTOS|POVOADO CANGANDU S/N
ARAPIRACA;ESCOLA PROFESSORA IZAURA ANTÔNIA LISBOA;RUA ANTÔNIO MARROQUIM S/N;14;96;2506;ARAPIRACA|ESCOLA PROFESSORA IZAURA ANTONIA LISBOA|RUA ANTONIO MARROQUIM S/N
ARAPIRACA;ESCOLA DE 1 GRAU FERNANDO COLLOR DE MELLO;POVOADO CANAÃ S/N;10;59;2301;ARAPIRACA|ESCOLA DE 1 GRAU FERNANDO COLLOR DE MELLO|POVOADO CANAA S/N
ARAPIRACA;ESCOLA AURINO MACIEL;RUA DOM FELÍCIO VASCONCELOS,S/N;12;92;2264;ARAPIRACA|ESCOLA AURINO MACIEL|RUA DOM FELICIO VASCONCELOS,S/N
ARAPIRACA;ESCOLA DE ENSINO FUNDAMENTAL MANOEL HUMBERTO DA COSTA;SÍTIO BATINGAS;10;68;2207;ARAPIRACA|ESCOLA DE ENSINO FUNDAMENTAL MANOEL HUMBERTO DA COSTA|SITIO BATINGAS
ARAPIRACA;GRUPO ESCOLAR ANTÔNIO CEZÁRIO DE OLIVEIRA;VILA SAÕ JOSÉ S/N;8;50;2134;ARAPIRACA|GRUPO ESCOLAR ANTONIO CEZARIO DE OLIVEIRA|VILA SAO JOSE S/N
ARAPIRACA;ESCOLA DE 1 GRAU MANOEL LUCIO DA SILVA;RUA MANOEL LÚCIO S/N;12;96;1916;ARAPIRACA|ESCOLA DE 1 GRAU MANOEL LUCIO DA SILVA|RUA MANOEL LUCIO S/N
ARAPIRACA;GRUPO ESCOLAR DJALMA MATHEUS SANTANA;RUA ROSENDO LIMA S/N;10;91;1908;ARAPIRACA|GRUPO ESCOLAR DJALMA MATHEUS SANTANA|RUA ROSENDO LIMA S/N
ARAPIRACA;COLÉGIO SÃO FRANCISCO DE ASSIS;RUA DOM FELÍCIO DE VASCONCELOS S/N;11;91;1906;ARAPIRACA|COLEGIO SAO FRANCISCO DE ASSIS|RUA DOM FELICIO DE VASCONCELOS S/N
ARAPIRACA;ESCOLA ENSINO FUNDAMENTAL DIVALDO SURUAGY;RUA ADERVAL INÁCIO DA SILVA, 45, BRASÍLIA, ARAPIRACA;10;89;1895;ARAPIRACA|ESCOLA ENSINO FUNDAMENTAL DIVALDO SURUAGY|RUA ADERVAL INACIO DA SILVA, 45, BRASILIA, ARAPIRACA
ARAPIRACA;ESCOLA ALTERNATIVA;RUA FLORIANO PEIXOTO, 98;10;81;1859;ARAPIRACA|ESCOLA ALTERNATIVA|RUA FLORIANO PEIXOTO, 98
ARAPIRACA;UNEAL UNIVERSIDADE ESTADUAL DE ALAGOAS;RUA GOVERNADOR LUIZ CAVALCANTE;13;88;1833;ARAPIRACA|UNEAL UNIVERSIDADE ESTADUAL DE ALAGOAS|RUA GOVERNADOR LUIZ CAVALCANTE
ARAPIRACA;ESCOLA DE 1 GRAU MANOEL ANDRÉ;AV.  JOSE LÚCIO DA SILVA S/N;10;78;1811;ARAPIRACA|ESCOLA DE 1 GRAU MANOEL ANDRE|AV. JOSE LUCIO DA SILVA S/N
ARAPIRACA;ESCOLA DE ENSINO FUNDAMENTAL CLAUDECY BISPO DOS SANTOS;RUA JOSÉ C. DE FARIAS;10;81;1798;ARAPIRACA|ESCOLA DE ENSINO FUNDAMENTAL CLAUDECY BISPO DOS SANTOS|RUA JOSE C. DE FARIAS
ARAPIRACA;ESCOLA DE 1 GRAU PARQUE LIONS;RUA GOV. AFRÂNIO LAGES S/N;9;83;1740;ARAPIRACA|ESCOLA DE 1 GRAU PARQUE LIONS|RUA GOV. AFRANIO LAGES S/N
ARAPIRACA;ESCOLA DE 1 GRAU ARTUR RAMOS;RUA COSTA CAVALCANTE, S/N;9;82;1709;ARAPIRACA|ESCOLA DE 1 GRAU ARTUR RAMOS|RUA COSTA CAVALCANTE, S/N
ARAPIRACA;GRUPO ESCOLAR JOSE PEREIRA LÚCIO;POVOADO BANANEIRAS S/N;9;57;1702;ARAPIRACA|GRUPO ESCOLAR JOSE PEREIRA LUCIO|POVOADO BANANEIRAS S/N
ARAPIRACA;ESCOLA PROFESSOR LUIZ ALBERTO DE MELO;POVOADO PAU D ARCO S/N;8;57;1693;ARAPIRACA|ESCOLA PROFESSOR LUIZ ALBERTO DE MELO|POVOADO PAU D ARCO S/N
ARAPIRACA;GRUPO ESCOLAR 31 DE MARÇO;RUA BRASILIA S/N;11;80;1684;ARAPIRACA|GRUPO ESCOLAR 31 DE MARCO|RUA BRASILIA S/N
ARAPIRACA;ESCOLA ESTADUAL DE EDUCACAO BASICA COSTA REGO;RUA GOVERNADOR LUIZ CAVALCANTE S/N;14;84;1635;ARAPIRACA|ESCOLA ESTADUAL DE EDUCACAO BASICA COSTA REGO|RUA GOVERNADOR LUIZ CAVALCANTE S/N
ARAPIRACA;ESCOLA JOÃO SATURNINO DE ALMEIDA;AV. JOÃO SATURNINO S/N;8;76;1630;ARAPIRACA|ESCOLA JOAO SATURNINO DE ALMEIDA|AV. JOAO SATURNINO S/N
ARAPIRACA;ESCOLA DE 1 GRAU PROFESSOR JAYME DE ALTAVILLA;RUA SANTOS DUMONT, 623;8;77;1595;ARAPIRACA|ESCOLA DE 1 GRAU PROFESSOR JAYME DE ALTAVILLA|RUA SANTOS DUMONT, 623
ARAPIRACA;ESCOLA DE 1 E 2 GRAUS ROSA MISTICA;RUA ESTUDANTE JOSÉ DE OLIVEIRA LEITE S/N;12;80;1557;ARAPIRACA|ESCOLA DE 1 E 2 GRAUS ROSA MISTICA|RUA ESTUDANTE JOSE DE OLIVEIRA LEITE S/N
ARAPIRACA;ESCOLA DE ENSINO FUNDAMENTAL CLEONICE BARBOSA DE ALMEIDA;CONJUNTO BRISA DO LAGO - OLHO DAGUA DOS CAZUZINHO;7;75;1410;ARAPIRACA|ESCOLA DE ENSINO FUNDAMENTAL CLEONICE BARBOSA DE ALMEIDA|CONJUNTO BRISA DO LAGO - OLHO DAGUA DOS CAZUZINHO
ARAPIRACA;GRUPO ESCOLAR DOMINGOS LOPES;RUA VEREADOR DOMINGOS LOPES S/N;8;67;1406;ARAPIRACA|GRUPO ESCOLAR DOMINGOS LOPES|RUA VEREADOR DOMINGOS LOPES S/N
ARAPIRACA;GRUPO ESCOLAR JOÃO BATISTA PEREIRA;COHAB NOVA S/N;8;80;1394;ARAPIRACA|GRUPO ESCOLAR JOAO BATISTA PEREIRA|COHAB NOVA S/N
ARAPIRACA;GRUPO ESCOLAR CÔNEGO EPITÁCIO RODRIGUES;VILA SAO FRANCISCO;5;40;1380;ARAPIRACA|GRUPO ESCOLAR CONEGO EPITACIO RODRIGUES|VILA SAO FRANCISCO
ARAPIRACA;ESCOLA DE ENSINO FUNDAMENTAL ZÉLIA BARBOSA ROCHA;RUA DJALMA M. SANTANA;8;75;1281;ARAPIRACA|ESCOLA DE ENSINO FUNDAMENTAL ZELIA BARBOSA ROCHA|RUA DJALMA M. SANTANA
ARAPIRACA;GRUPO ESCOLAR CRISPINIANO DE BRITO;RUA MANOEL LEAL S/N;8;84;1266;ARAPIRACA|GRUPO ESCOLAR CRISPINIANO DE BRITO|RUA MANOEL LEAL S/N
ARAPIRACA;GRUPO ESCOLAR PEDRO CORREIA DAS GRAÇAS;RUA VICENTE NUNES S/N;7;68;1160;ARAPIRACA|GRUPO ESCOLAR PEDRO CORREIA DAS GRACAS|RUA VICENTE NUNES S/N
ARAPIRACA;ESCOLA PEDRO SURUAGY;RUA NOSSA SENHORA DA SALETE S/N;7;76;1155;ARAPIRACA|ESCOLA PEDRO SURUAGY|RUA NOSSA SENHORA DA SALETE S/N
ARAPIRACA;ESCOLA DE ENSINO FUNDAMENTAL PONTES DE MIRANDA;RUA LINO ROBERTO;7;75;1142;ARAPIRACA|ESCOLA DE ENSINO FUNDAMENTAL PONTES DE MIRANDA|RUA LINO ROBERTO
ARAPIRACA;ESCOLAR ANA BERNARDES SILVEIRA;SERRA DOS FERREIRA S/N;6;49;1142;ARAPIRACA|ESCOLAR ANA BERNARDES SILVEIRA|SERRA DOS FERREIRA S/N
ARAPIRACA;ESCOLA LINDAUVA EULÁLIA DE FARIAS;POVOADO BAIXA GRANDE DE DENTRO;5;58;1130;ARAPIRACA|ESCOLA LINDAUVA EULALIA DE FARIAS|POVOADO BAIXA GRANDE DE DENTRO
ARAPIRACA;ESCOLA DE ENSINO FUNDAMENTAL LOJA MAÇONICA;RUA JOSÉ CLOVIS R. DE BARROS;7;70;1116;ARAPIRACA|ESCOLA DE ENSINO FUNDAMENTAL LOJA MACONICA|RUA JOSE CLOVIS R. DE BARROS
ARAPIRACA;ESCOLA ESTADUAL DE EDUCAÇÃO BÁSICA PROF. PEDRO DE FRANÇA REIS;RUA ANTONIO MARROQUIM, 511;6;79;1094;ARAPIRACA|ESCOLA ESTADUAL DE EDUCACAO BASICA PROF. PEDRO DE FRANCA REIS|RUA ANTONIO MARROQUIM, 511
ARAPIRACA;GRUPO ESCOLAR ADRIANO JORGE;AV. RIO BRANCO S/N;7;83;1073;ARAPIRACA|GRUPO ESCOLAR ADRIANO JORGE|AV. RIO BRANCO S/N
ARAPIRACA;ESCOLA DE ENSINO FUNDAMENTAL JESUS REDENTOR;RUA MANÉ GARRINCHA, S/N;7;73;1034;ARAPIRACA|ESCOLA DE ENSINO FUNDAMENTAL JESUS REDENTOR|RUA MANE GARRINCHA, S/N
ARAPIRACA;ESCOLA DE ENSINO FUNDAMENTAL GUIMARÃES PASSOS;VILA FERNANDES;4;41;1010;ARAPIRACA|ESCOLA DE ENSINO FUNDAMENTAL GUIMARAES PASSOS|VILA FERNANDES
ARAPIRACA;ANEXO ESCOLA JAYME DE ALTAVILLA;AV. MIGUEL CORREIA S/N;5;70;1009;ARAPIRACA|ANEXO ESCOLA JAYME DE ALTAVILLA|AV. MIGUEL CORREIA S/N
ARAPIRACA;ESCOLA DE ENSINO FUND. EM TEMPO INTEGRAL PROF.BENILDO BARBOSA MEDEIROS;RUA ENGENHEIRO CAMILO COLLIER, S/N;6;69;983;ARAPIRACA|ESCOLA DE ENSINO FUND. EM TEMPO INTEGRAL PROF.BENILDO BARBOSA MEDEIROS|RUA ENGENHEIRO CAMILO COLLIER, S/N
ARAPIRACA;GRUPO ESCOLAR TIBÚRCIO VALERIANO DA SILVA;RUA PRESIDENTE DUTRA S/N;11;73;931;ARAPIRACA|GRUPO ESCOLAR TIBURCIO VALERIANO DA SILVA|RUA PRESIDENTE DUTRA S/N
ARAPIRACA;IFAL - INSTITUTO FEDERAL DE ALAGOAS;RODOVIA AL 110, N 4805;4;48;829;ARAPIRACA|IFAL - INSTITUTO FEDERAL DE ALAGOAS|RODOVIA AL 110, N 4805
ARAPIRACA;ESCOLA DE ENSINO FUNDAMENTAL MARIA DE NAZARÉ;RUA CLAUDIO DE ALBUQUERQUE LIMA, N 2055, SÃO LUIZ;7;71;810;ARAPIRACA|ESCOLA DE ENSINO FUNDAMENTAL MARIA DE NAZARE|RUA CLAUDIO DE ALBUQUERQUE LIMA, N 2055, SAO LUIZ
ARAPIRACA;ESCOLA DE ENSINO FUNDAMENTAL WALTER BEZERRA;RUA CLAUDIO DE ALBUQUERQUE LIMA, N 409, OURO PRETO;6;69;649;ARAPIRACA|ESCOLA DE ENSINO FUNDAMENTAL WALTER BEZERRA|RUA CLAUDIO DE ALBUQUERQUE LIMA, N 409, OURO PRETO
ARAPIRACA;ESCOLA DE ENSINO FUNDAMENTAL VOLUNTÁRIA MARIA DAS NEVES BORGES;RUA SINÉSIO FERREIRA LIMA, N 383, OURO PRETO;5;71;595;ARAPIRACA|ESCOLA DE ENSINO FUNDAMENTAL VOLUNTARIA MARIA DAS NEVES BORGES|RUA SINESIO FERREIRA LIMA, N 383, OURO PRETO
ARAPIRACA;CENTRO DE EDUCAÇÃO INFANTIL JOANNA DE ANGELLIS (ANTIGO MADRE PAULINA);RUA DOMINGOS CORREIA 1065;4;58;550;ARAPIRACA|CENTRO DE EDUCACAO INFANTIL JOANNA DE ANGELLIS (ANTIGO MADRE PAULINA)|RUA DOMINGOS CORREIA 1065
ARAPIRACA;CENTRO DE EDUCAÇÃO INFANTIL MARIA DE LOURDES PEREIRA CAVALCANTE;RUA OSMAN CAVALCANTE, S/N;3;56;511;ARAPIRACA|CENTRO DE EDUCACAO INFANTIL MARIA DE LOURDES PEREIRA CAVALCANTE|RUA OSMAN CAVALCANTE, S/N
ARAPIRACA;ESCOLA JOSÉ URSULINO MALAQUIAS;RUA PAINEIRA;1;39;203;ARAPIRACA|ESCOLA JOSE URSULINO MALAQUIAS|RUA PAINEIRA
ARAPIRACA;ESCOLA ROTARY;RUA TEODORICO COSTA;1;41;129;ARAPIRACA|ESCOLA ROTARY|RUA TEODORICO COSTA
CORURIPE;ESCOLA ESTADUAL LIMA CASTRO;AVENIDA WASHINTON LUIZ, ANTIGA AV CAMAÇARI;14;27;2865;CORURIPE|ESCOLA ESTADUAL LIMA CASTRO|AVENIDA WASHINTON LUIZ, ANTIGA AV CAMACARI
CORURIPE;ESCOLA MUNICIPAL CLAUDIO DANIEL GAMA AMORIM;RUA JOSÉ RAIMUNDO DOS SANTOS, 40;13;34;2320;CORURIPE|ESCOLA MUNICIPAL CLAUDIO DANIEL GAMA AMORIM|RUA JOSE RAIMUNDO DOS SANTOS, 40
CORURIPE;ESCOLA ESTADUAL DJALMA BARROS SIQUEIRA;RUA PERNAMBUCO NOVO, S/N;12;33;2152;CORURIPE|ESCOLA ESTADUAL DJALMA BARROS SIQUEIRA|RUA PERNAMBUCO NOVO, S/N
CORURIPE;ESCOLA MUN. EDUC. BÁSICA PROF. MARIA ROCHA SANTOS SILVA;TRAVESSA FLAMENGO, 182, QUADRA S;10;27;1858;CORURIPE|ESCOLA MUN. EDUC. BASICA PROF. MARIA ROCHA SANTOS SILVA|TRAVESSA FLAMENGO, 182, QUADRA S
CORURIPE;ESCOLA MUNICIPAL SANTA SOFIA;RUA DA CAIXA DAGUA - POVOADO BOTAFOGO;10;24;1592;CORURIPE|ESCOLA MUNICIPAL SANTA SOFIA|RUA DA CAIXA DAGUA - POVOADO BOTAFOGO
CORURIPE;ESCOLA ESTADUAL DEPUTADO JOÃO BELTRÃO;AV. ANFRÍSIO DE CASTRO LESSA SANTOS, 506;8;32;1431;CORURIPE|ESCOLA ESTADUAL DEPUTADO JOAO BELTRAO|AV. ANFRISIO DE CASTRO LESSA SANTOS, 506
CORURIPE;ESCOLA MUNICIPAL JOSE DE CARVALHO SOUZA;RUA DO GRUPO, S/N;8;29;1210;CORURIPE|ESCOLA MUNICIPAL JOSE DE CARVALHO SOUZA|RUA DO GRUPO, S/N
CORURIPE;ESCOLA MUNICIPAL JOSE BUARQUE DA SILVA;RUA CHICO AZEVEDO, S/N;7;32;1067;CORURIPE|ESCOLA MUNICIPAL JOSE BUARQUE DA SILVA|RUA CHICO AZEVEDO, S/N
CORURIPE;ESCOLA MUNICIPAL GENERAL DE GOIS MONTEIRO;RUA ABELARDO HOLANDA, 105;5;20;1015;CORURIPE|ESCOLA MUNICIPAL GENERAL DE GOIS MONTEIRO|RUA ABELARDO HOLANDA, 105
CORURIPE;ESCOLA MUNICIPAL FRANCISCO AMALIO MARIA;RUA DO CAJUEIRO, S/N;7;24;1014;CORURIPE|ESCOLA MUNICIPAL FRANCISCO AMALIO MARIA|RUA DO CAJUEIRO, S/N
CORURIPE;ESCOLA MUNICIPAL MANOEL CECÍLIO DE JESUS;RUA DO JASMIM,;6;31;925;CORURIPE|ESCOLA MUNICIPAL MANOEL CECILIO DE JESUS|RUA DO JASMIM,
CORURIPE;ESCOLA MUN. CENT. EDUCAÇÃO INFANTIL PROF. MARIA ZENAIDE ROCHA SANTOS;RUA PERNAMBUCO NOVO, S/N,;9;30;920;CORURIPE|ESCOLA MUN. CENT. EDUCACAO INFANTIL PROF. MARIA ZENAIDE ROCHA SANTOS|RUA PERNAMBUCO NOVO, S/N,
CORURIPE;CENTRO EDUCACIONAL PROFISSIONAL MARIA ALICE BELTRÃO DE CASTRO SIQUEIRA;RUA PERNAMBUCO NOVO;7;23;887;CORURIPE|CENTRO EDUCACIONAL PROFISSIONAL MARIA ALICE BELTRAO DE CASTRO SIQUEIRA|RUA PERNAMBUCO NOVO
CORURIPE;ESCOLA MUNICIPAL NOSSA SENHORA DO MONT SERRAT;POVOADO MIAI DE BAIXO, S/N;4;24;660;CORURIPE|ESCOLA MUNICIPAL NOSSA SENHORA DO MONT SERRAT|POVOADO MIAI DE BAIXO, S/N
DELMIRO GOUVEIA;WATSON DE GUSMAO, ESCOLA DE 1 E 2 GRAUS;RUA HENRIQUE DIAS, S/N;15;19;1878;DELMIRO GOUVEIA|WATSON DE GUSMAO, ESCOLA DE 1 E 2 GRAUS|RUA HENRIQUE DIAS, S/N
DELMIRO GOUVEIA;VIRGILIA BEZERRA,ESCOLA DE 1 E 2 GRAUS PROFESSORA;AV MASCARENHAS DE MORAIS S/N;12;17;1741;DELMIRO GOUVEIA|VIRGILIA BEZERRA,ESCOLA DE 1 E 2 GRAUS PROFESSORA|AV MASCARENHAS DE MORAIS S/N
DELMIRO GOUVEIA;FRANCISCA ROSA DA COSTA,GRUPO ESCOLAR;RUA SARGENTO REGINALDO BANDEIRA, 342;8;18;1120;DELMIRO GOUVEIA|FRANCISCA ROSA DA COSTA,GRUPO ESCOLAR|RUA SARGENTO REGINALDO BANDEIRA, 342
DELMIRO GOUVEIA;VICENTE DE MENEZES, ESCOLA DE 1 E 2 GRAUS;RUA 21 DE ABRIL, S/N;12;18;1073;DELMIRO GOUVEIA|VICENTE DE MENEZES, ESCOLA DE 1 E 2 GRAUS|RUA 21 DE ABRIL, S/N
DELMIRO GOUVEIA;AFRANIO SALGADO LAGES, ESCOLA;TRAVESSA NASCIMENTO BANDEIRA, S/N;8;17;1067;DELMIRO GOUVEIA|AFRANIO SALGADO LAGES, ESCOLA|TRAVESSA NASCIMENTO BANDEIRA, S/N
DELMIRO GOUVEIA;LUIZ AUGUSTO DE AZEVEDO, ESCOLA;RUA NASCIMENTO BANDEIRA S/N;9;18;1004;DELMIRO GOUVEIA|LUIZ AUGUSTO DE AZEVEDO, ESCOLA|RUA NASCIMENTO BANDEIRA S/N
DELMIRO GOUVEIA;MARIA DULCE FEITOSA,ESCOLA DE 1 GRAU;RUA BATISTA WANDERLEY, SN;8;17;939;DELMIRO GOUVEIA|MARIA DULCE FEITOSA,ESCOLA DE 1 GRAU|RUA BATISTA WANDERLEY, SN
DELMIRO GOUVEIA;ESCOLA JOSE BEZERRA DA SILVA;RUA JOANA ANGELICA S/N;8;18;879;DELMIRO GOUVEIA|ESCOLA JOSE BEZERRA DA SILVA|RUA JOANA ANGELICA S/N
DELMIRO GOUVEIA;JOSE CORREIA FILHO,ESCOLA;POVOADO JARDIM CORDEIRO;4;12;794;DELMIRO GOUVEIA|JOSE CORREIA FILHO,ESCOLA|POVOADO JARDIM CORDEIRO
DELMIRO GOUVEIA;ANCHIETA, GRUPO ESCOLAR PADRE ( POV. LAGOINHA);POVOADO LAGOINHAS S/N;5;16;773;DELMIRO GOUVEIA|ANCHIETA, GRUPO ESCOLAR PADRE ( POV. LAGOINHA)|POVOADO LAGOINHAS S/N
DELMIRO GOUVEIA;ELIZEU NORBERTO, GRUPO ESCOLAR;RUA MANOEL RIBEIRO, SN;6;18;736;DELMIRO GOUVEIA|ELIZEU NORBERTO, GRUPO ESCOLAR|RUA MANOEL RIBEIRO, SN
DELMIRO GOUVEIA;NOEMIA BANDEIRA DA SILVA,ESCOLA;RUA DO CHAFARIZ, SN;6;17;619;DELMIRO GOUVEIA|NOEMIA BANDEIRA DA SILVA,ESCOLA|RUA DO CHAFARIZ, SN
DELMIRO GOUVEIA;DELMIRO GOUVEIA, ESCOLA;AV. PRESIDENTE CASTELO BRANCO, S/N;5;19;614;DELMIRO GOUVEIA|DELMIRO GOUVEIA, ESCOLA|AV. PRESIDENTE CASTELO BRANCO, S/N
DELMIRO GOUVEIA;ESCOLA ESTADUAL PEDRO NEPOMUCENO DOS SANTOS;RUA PROJETADA, S/N. DISTRITO DE BARRAGEM LESTE;7;13;513;DELMIRO GOUVEIA|ESCOLA ESTADUAL PEDRO NEPOMUCENO DOS SANTOS|RUA PROJETADA, S/N. DISTRITO DE BARRAGEM LESTE
DELMIRO GOUVEIA;MANOEL MOURA, COLEGIO DE 1 GRAU;POVOADO BARRAGEM;5;11;501;DELMIRO GOUVEIA|MANOEL MOURA, COLEGIO DE 1 GRAU|POVOADO BARRAGEM
DELMIRO GOUVEIA;ESCOLA DE EDUCAÇÃO BÁSICA BEABÁ;RUA FREITAS CAVALCANTE, 192;4;15;451;DELMIRO GOUVEIA|ESCOLA DE EDUCACAO BASICA BEABA|RUA FREITAS CAVALCANTE, 192
DELMIRO GOUVEIA;SAO JOSE, ESCOLA MUN DE ENSINO FUNDAMENTAL;POVOADO SALGADO;2;15;451;DELMIRO GOUVEIA|SAO JOSE, ESCOLA MUN DE ENSINO FUNDAMENTAL|POVOADO SALGADO
DELMIRO GOUVEIA;ERENICE GOMES DE LIMA, ESCOLA ESTADUAL PROFª;RUA MARTINHA CARDEAL  S/N;4;16;404;DELMIRO GOUVEIA|ERENICE GOMES DE LIMA, ESCOLA ESTADUAL PROFa|RUA MARTINHA CARDEAL S/N
DELMIRO GOUVEIA;GRUPO ESCOLAR CASTRO ALVES;POVOADO BARRAGEM;4;11;388;DELMIRO GOUVEIA|GRUPO ESCOLAR CASTRO ALVES|POVOADO BARRAGEM
DELMIRO GOUVEIA;RUI BARBOSA,ESCOLA MUNICIPAL;POVOADO SAO SEBASTIAO;3;14;382;DELMIRO GOUVEIA|RUI BARBOSA,ESCOLA MUNICIPAL|POVOADO SAO SEBASTIAO
